,HISTORY,HOSPITALS,CITIES,QUOATA,MIN,MAX,REGIONS
57,16.12.2021,Silivri Ceza İnfaz Kurumu Devlet Hast.,İstanbul,2,"72,96","73,28",Marmara Bölgesi
58,16.12.2021,Silivri Devlet Hast.,İstanbul,13,"73,09","80,7",Marmara Bölgesi
59,16.12.2021,Eyüpsultan Devlet Hast.,İstanbul,20,"73,35","79,51",Marmara Bölgesi
60,16.12.2021,Kağıthane Devlet Hast.,İstanbul,2,"73,38","74,99",Marmara Bölgesi
61,16.12.2021,Erenköy Ruh ve Sinir Hastal.EAH.,İstanbul,10,"73,5","89,79",Marmara Bölgesi
62,16.12.2021,İstanbul Dr. Sadi Konuk EAH.,İstanbul,27,"73,52","88,16",Marmara Bölgesi
63,16.12.2021,İstinye Devlet Hast.,İstanbul,8,"73,54","85,79",Marmara Bölgesi
64,16.12.2021,Başakşehir Devlet Hast.,İstanbul,7,"73,81","76,48",Marmara Bölgesi
65,16.12.2021,Bahçelievler Devlet Hast.,İstanbul,28,"73,95","87,36",Marmara Bölgesi
66,16.12.2021,Tuzla Devlet Hast.,İstanbul,35,"74,21","79,33",Marmara Bölgesi
67,16.12.2021,Avcılar Murat Kölük Devlet Hast.,İstanbul,7,"74,4","85,32",Marmara Bölgesi
68,16.12.2021,İstanbul Mehmet Akif Ersoy Göğüs Kalp ve Damar Cer. EAH,İstanbul,30,"74,92","87,35",Marmara Bölgesi
69,16.12.2021,Bayrampaşa Devlet Hast.,İstanbul,9,"75,15","83,94",Marmara Bölgesi
70,16.12.2021,İstanbul Baltalimanı Metin Sabancı Kemik Hastal.EAH,İstanbul,5,"76,18","83,45",Marmara Bölgesi
71,16.12.2021,Pendik Devlet Hast.,İstanbul,4,"77,71","81,05",Marmara Bölgesi
72,16.12.2021,Üsküdar Devlet Hast.,İstanbul,4,"78,78","83,62",Marmara Bölgesi
73,16.12.2021,Beyoğlu Göz EAH.,İstanbul,6,80,"87,66",Marmara Bölgesi
74,16.12.2021,İstanbul Adalar TSM.,İstanbul,1,"82,84","82,84",Marmara Bölgesi
75,16.12.2021,Murgul İlçe Devlet Hast.,Artvin,1,"71,49","71,49",Karadeniz Bölgesi
76,16.12.2021,Borçka Devlet Hast.,Artvin,1,72,72,Karadeniz Bölgesi
77,16.12.2021,Yusufeli Devlet Hast.,Artvin,2,"72,99","73,54",Karadeniz Bölgesi
78,16.12.2021,Hopa Devlet Hast.,Artvin,2,"73,16","74,51",Karadeniz Bölgesi
79,16.12.2021,Artvin Devlet Hast.,Artvin,4,"73,17","73,2",Karadeniz Bölgesi
80,16.12.2021,Şavşat Devlet Hast.,Artvin,2,"73,42","76,76",Karadeniz Bölgesi
81,16.12.2021,Arhavi Devlet Hast.,Artvin,1,"75,85","75,85",Karadeniz Bölgesi
82,16.12.2021,Kastamonu Ağlı TSM.,Kastamonu,1,"71,53","71,53",Karadeniz Bölgesi
83,16.12.2021,Pınarbaşı İlçe Devlet Hast.,Kastamonu,1,"72,27","72,27",Karadeniz Bölgesi
84,16.12.2021,Bozkurt İlçe Devlet Hast.,Kastamonu,2,"72,88","73,05",Karadeniz Bölgesi
85,16.12.2021,Azdavay İlçe Devlet Hast.,Kastamonu,1,"73,37","73,37",Karadeniz Bölgesi
86,16.12.2021,Kastamonu Hanönü TSM.,Kastamonu,1,"73,4","73,4",Karadeniz Bölgesi
87,16.12.2021,Daday İlçe Devlet Hast.,Kastamonu,1,"73,44","73,44",Karadeniz Bölgesi
88,16.12.2021,Kastamonu Doğanyurt TSM.,Kastamonu,1,"73,5","73,5",Karadeniz Bölgesi
89,16.12.2021,Cide İlçe Devlet Hast.,Kastamonu,2,"73,6","74,66",Karadeniz Bölgesi
90,16.12.2021,İnebolu Devlet Hast.,Kastamonu,2,"73,71","78,05",Karadeniz Bölgesi
91,16.12.2021,Kastamonu Şenpazar TSM.,Kastamonu,1,"73,71","73,71",Karadeniz Bölgesi
92,16.12.2021,Taşköprü Devlet Hast.,Kastamonu,2,"73,87","74,74",Karadeniz Bölgesi
93,16.12.2021,Kastamonu EAH.,Kastamonu,31,"74,42","81,52",Karadeniz Bölgesi
94,16.12.2021,Tosya Devlet Hast.,Kastamonu,2,"74,45","81,72",Karadeniz Bölgesi
95,16.12.2021,Kastamonu Seydiler TSM.,Kastamonu,1,"75,19","75,19",Karadeniz Bölgesi
96,16.12.2021,Devrekani İlçe Devlet Hast.,Kastamonu,1,"77,74","77,74",Karadeniz Bölgesi
97,16.12.2021,Araç İlçe Devlet Hast.,Kastamonu,1,"80,83","80,83",Karadeniz Bölgesi
98,16.12.2021,İspir Devlet Hast.,Erzurum,1,"71,6","71,6",Doğu Anadolu Bölgesi
99,16.12.2021,Karayazı Türk Eczacıları Birliği İlçe Devlet Hast.,Erzurum,1,"71,8","71,8",Doğu Anadolu Bölgesi
100,16.12.2021,Karaçoban İlçe Devlet Hast.,Erzurum,2,"72,45","74,18",Doğu Anadolu Bölgesi
101,16.12.2021,Tortum İlçe Devlet Hast.,Erzurum,2,"73,7","74,64",Doğu Anadolu Bölgesi
102,16.12.2021,Horasan Devlet Hast.,Erzurum,2,"74,27","75,2",Doğu Anadolu Bölgesi
103,16.12.2021,Tekman Şehit Piyade Çavuş Muhammet Binici Devlet Hast.,Erzurum,2,"74,33","75,13",Doğu Anadolu Bölgesi
104,16.12.2021,Aşkale İlçe Devlet Hast.,Erzurum,1,"74,41","74,41",Doğu Anadolu Bölgesi
105,16.12.2021,Hınıs Şehit Yavuz Yürekseven Devlet Hast.,Erzurum,2,"74,56","80,62",Doğu Anadolu Bölgesi
106,16.12.2021,Pasinler İbrahim Hakkı Devlet Hast.,Erzurum,2,"74,62","74,89",Doğu Anadolu Bölgesi
107,16.12.2021,Erzurum Bölge EAH.,Erzurum,23,"75,28","85,07",Doğu Anadolu Bölgesi
108,16.12.2021,Çat İlçe Devlet Hast.,Erzurum,1,"76,84","76,84",Doğu Anadolu Bölgesi
109,16.12.2021,Erzurum Mareşal Çakmak Devlet Hast.,Erzurum,2,"84,79","86,05",Doğu Anadolu Bölgesi
110,16.12.2021,Giresun Çanakçı TSM.,Giresun,1,"71,66","71,66",Karadeniz Bölgesi
111,16.12.2021,Yağlıdere İlçe Devlet Hast.,Giresun,2,"71,72","72,22",Karadeniz Bölgesi
112,16.12.2021,Güce İlçe Devlet Hast.,Giresun,1,"72,5","72,5",Karadeniz Bölgesi
113,16.12.2021,Alucra İlçe Devlet Hast.,Giresun,8,"72,53","74,27",Karadeniz Bölgesi
114,16.12.2021,Dereli İlçe Devlet Hast.,Giresun,3,"72,67","73,49",Karadeniz Bölgesi
115,16.12.2021,Çamoluk İlçe Devlet Hast.,Giresun,2,"73,15","73,22",Karadeniz Bölgesi
116,16.12.2021,Şebinkarahisar Devlet Hast.,Giresun,10,"73,24","74,92",Karadeniz Bölgesi
117,16.12.2021,Görele Op. Dr. Ergun Özdemir Devlet Hast.,Giresun,4,"73,61","77,22",Karadeniz Bölgesi
118,16.12.2021,Tirebolu Devlet Hast.,Giresun,4,"73,88","74,96",Karadeniz Bölgesi
119,16.12.2021,Espiye Devlet Hast.,Giresun,8,"73,92","75,45",Karadeniz Bölgesi
120,16.12.2021,Giresun Dr. Ali Menekşe Göğüs Hastal. Hast.,Giresun,4,"73,99","74,67",Karadeniz Bölgesi
121,16.12.2021,Giresun Kadın Doğum ve Çocuk Hastal.EAH.,Giresun,6,"74,61","79,22",Karadeniz Bölgesi
122,16.12.2021,Giresun Prof. Dr. A. İlhan Özdemir Devlet Hast.,Giresun,6,"74,77","77,69",Karadeniz Bölgesi
123,16.12.2021,Bulancak Devlet Hast.,Giresun,4,"75,45","76,26",Karadeniz Bölgesi
124,16.12.2021,Giresun Doğankent TSM.,Giresun,1,"78,59","78,59",Karadeniz Bölgesi
125,16.12.2021,Giresun EAH.,Giresun,1,"78,64","78,64",Karadeniz Bölgesi
126,16.12.2021,Giresun Fizik Tedavi ve Reh. Mer.,Giresun,2,"79,2","79,49",Karadeniz Bölgesi
127,16.12.2021,Köse İlçe Devlet Hast.,Gümüşhane,4,"71,79","72,51",Karadeniz Bölgesi
128,16.12.2021,Kürtün İlçe Devlet Hast.,Gümüşhane,9,"72,5","74,22",Karadeniz Bölgesi
129,16.12.2021,Şiran Devlet Hast.,Gümüşhane,9,"72,68","73,96",Karadeniz Bölgesi
130,16.12.2021,Kelkit Devlet Hast.,Gümüşhane,17,"73,19","74,45",Karadeniz Bölgesi
131,16.12.2021,Torul İlçe Devlet Hast.,Gümüşhane,2,"73,21","73,3",Karadeniz Bölgesi
132,16.12.2021,Gümüşhane Devlet Hast.,Gümüşhane,24,"73,6","76,39",Karadeniz Bölgesi
133,16.12.2021,Gümüşhane Kürtün TSM.,Gümüşhane,2,"73,67","73,86",Karadeniz Bölgesi
134,16.12.2021,Ortaköy İlçe Devlet Hast.,Çorum,1,"71,81","71,81",Karadeniz Bölgesi
135,16.12.2021,Bayat Devlet Hast.,Çorum,2,"72,4","72,47",Karadeniz Bölgesi
136,16.12.2021,Oğuzlar İlçe Devlet Hast.,Çorum,1,"72,95","72,95",Karadeniz Bölgesi
137,16.12.2021,Kargı Ahmet Hamdi Akpınar İlçe Devlet Hast.,Çorum,2,"73,05","73,09",Karadeniz Bölgesi
138,16.12.2021,Osmancık Devlet Hast.,Çorum,4,"73,15","78,61",Karadeniz Bölgesi
139,16.12.2021,Alaca Devlet Hast.,Çorum,4,"73,36","77,37",Karadeniz Bölgesi
140,16.12.2021,Sungurlu Devlet Hast.,Çorum,6,"73,49","74,78",Karadeniz Bölgesi
141,16.12.2021,İskilip Atıf Hoca Devlet Hast.,Çorum,6,"74,19","87,01",Karadeniz Bölgesi
142,16.12.2021,Çorum Erol Olçok EAH.,Çorum,20,"75,1","82,02",Karadeniz Bölgesi
143,16.12.2021,Çorum Kargı TSM.,Çorum,1,"76,66","76,66",Karadeniz Bölgesi
144,16.12.2021,Mecitözü İlçe Devlet Hast.,Çorum,1,"80,19","80,19",Karadeniz Bölgesi
145,16.12.2021,Çorum Sungurlu İlçe Sağlık Müd.,Çorum,1,"82,28","82,28",Karadeniz Bölgesi
146,16.12.2021,Mesudiye İlçe Devlet Hast.,Ordu,5,"71,94","72,34",Karadeniz Bölgesi
147,16.12.2021,Aybastı Devlet Hast.,Ordu,9,"72,16","74,88",Karadeniz Bölgesi
148,16.12.2021,Akkuş Devlet Hast.,Ordu,6,"72,38","73,71",Karadeniz Bölgesi
149,16.12.2021,Korgan Devlet Hast.,Ordu,9,"72,42","75,23",Karadeniz Bölgesi
150,16.12.2021,Gölköy Devlet Hast.,Ordu,10,"73,16","74,87",Karadeniz Bölgesi
151,16.12.2021,Kumru Devlet Hast.,Ordu,10,"73,34","76,04",Karadeniz Bölgesi
152,16.12.2021,Gürgentepe İlçe Devlet Hast.,Ordu,6,"73,4","75,19",Karadeniz Bölgesi
153,16.12.2021,Ulubey İlçe Devlet Hast.,Ordu,1,"75,5","75,5",Karadeniz Bölgesi
154,16.12.2021,Perşembe İlçe Devlet Hast.,Ordu,4,"75,82","77,82",Karadeniz Bölgesi
155,16.12.2021,Ordu EAH.,Ordu,7,"76,73","78,98",Karadeniz Bölgesi
156,16.12.2021,Fatsa Devlet Hast.,Ordu,10,"77,93","81,42",Karadeniz Bölgesi
157,16.12.2021,Ünye Devlet Hast.,Ordu,10,"78,5",88,Karadeniz Bölgesi
158,16.12.2021,Ordu Devlet Hast.,Ordu,6,"80,06","82,11",Karadeniz Bölgesi
159,16.12.2021,Posof İlçe Devlet Hast.,Ardahan,1,"71,98","71,98",Doğu Anadolu Bölgesi
160,16.12.2021,Ardahan Çıldır TSM.,Ardahan,1,"72,43","72,43",Doğu Anadolu Bölgesi
161,16.12.2021,Göle Devlet Hast.,Ardahan,2,"72,5","72,8",Doğu Anadolu Bölgesi
162,16.12.2021,Ardahan Devlet Hast.,Ardahan,12,"73,07","73,87",Doğu Anadolu Bölgesi
163,16.12.2021,Hamur İlçe Devlet Hast.,Ağrı,2,"72,04","72,95",Doğu Anadolu Bölgesi
164,16.12.2021,Ağrı Diyadin İlçe Sağlık Müd.,Ağrı,1,"72,07","72,07",Doğu Anadolu Bölgesi
165,16.12.2021,Eleşkirt İlçe Devlet Hast.,Ağrı,2,"72,2","73,08",Doğu Anadolu Bölgesi
166,16.12.2021,Tutak İlçe Devlet Hast.,Ağrı,2,"72,36","72,67",Doğu Anadolu Bölgesi
167,16.12.2021,Ağrı Tutak İlçe Sağlık Müd.,Ağrı,1,"72,42","72,42",Doğu Anadolu Bölgesi
168,16.12.2021,Diyadin Devlet Hast.,Ağrı,9,"72,91","78,7",Doğu Anadolu Bölgesi
169,16.12.2021,Patnos Devlet Hast.,Ağrı,13,"73,69","80,51",Doğu Anadolu Bölgesi
170,16.12.2021,Doğubayazıt Dr.Yaşar Eryılmaz Devlet Hast.,Ağrı,13,"73,83","87,84",Doğu Anadolu Bölgesi
171,16.12.2021,Taşlıçay İlçe Devlet Hast.,Ağrı,2,"74,53","76,35",Doğu Anadolu Bölgesi
172,16.12.2021,Ağrı EAH.,Ağrı,35,"74,68","84,02",Doğu Anadolu Bölgesi
173,16.12.2021,Ağrı Eleşkirt İlçe Sağlık Müd.,Ağrı,1,"87,92","87,92",Doğu Anadolu Bölgesi
174,16.12.2021,Orta İlçe Devlet Hast.,Çankırı,1,"72,04","72,04",İç Anadolu Bölgesi
175,16.12.2021,Ilgaz Devlet Hast.,Çankırı,2,"72,27","73,73",İç Anadolu Bölgesi
176,16.12.2021,Şabanözü Dr. Sami Baran İlçe Devlet Hast.,Çankırı,1,"72,28","72,28",İç Anadolu Bölgesi
177,16.12.2021,Çerkeş Devlet Hast.,Çankırı,2,"72,7","72,73",İç Anadolu Bölgesi
178,16.12.2021,Çankırı Yapraklı TSM.,Çankırı,1,"73,23","73,23",İç Anadolu Bölgesi
179,16.12.2021,Kurşunlu Devlet Hast.,Çankırı,2,"73,26","73,53",İç Anadolu Bölgesi
180,16.12.2021,Çankırı Devlet Hast.,Çankırı,12,"74,2","78,53",İç Anadolu Bölgesi
181,16.12.2021,Çankırı Korgun TSM.,Çankırı,1,"75,87","75,87",İç Anadolu Bölgesi
182,16.12.2021,Çankırı Eldivan TSM.,Çankırı,1,"76,64","76,64",İç Anadolu Bölgesi
183,16.12.2021,Çankırı Çerkeş TSM.,Çankırı,1,"77,27","77,27",İç Anadolu Bölgesi
184,16.12.2021,Lalapaşa İlçe Devlet Hast.,Edirne,1,"72,15","72,15",Marmara Bölgesi
185,16.12.2021,Meriç İlçe Devlet Hast.,Edirne,1,"72,5","72,5",Marmara Bölgesi
186,16.12.2021,Süloğlu İlçe Devlet Hast.,Edirne,1,"73,28","73,28",Marmara Bölgesi
187,16.12.2021,Enez İlçe Devlet Hast.,Edirne,1,"73,29","73,29",Marmara Bölgesi
188,16.12.2021,Keşan Devlet Hast.,Edirne,4,"73,51","75,7",Marmara Bölgesi
189,16.12.2021,Uzunköprü Devlet Hast.,Edirne,6,"73,84","74,65",Marmara Bölgesi
190,16.12.2021,Edirne Sultan 1. Murat Devlet Hast.,Edirne,18,"75,19","84,11",Marmara Bölgesi
191,16.12.2021,Edirne Uzunköprü İlçe Sağlık Müd.,Edirne,1,"83,11","83,11",Marmara Bölgesi
192,16.12.2021,Digor İlçe Devlet Hast.,Kars,6,"72,15","72,86",Doğu Anadolu Bölgesi
193,16.12.2021,Kars Arpaçay TSM.,Kars,1,"72,21","72,21",Doğu Anadolu Bölgesi
194,16.12.2021,Kars Digor TSM.,Kars,1,"72,28","72,28",Doğu Anadolu Bölgesi
195,16.12.2021,Akyaka İlçe Devlet Hast.,Kars,1,"72,38","72,38",Doğu Anadolu Bölgesi
196,16.12.2021,Arpaçay İlçe Devlet Hast.,Kars,6,"72,5","72,89",Doğu Anadolu Bölgesi
197,16.12.2021,Selim İlçe Devlet Hast.,Kars,4,"73,02","73,56",Doğu Anadolu Bölgesi
198,16.12.2021,Sarıkamış Devlet Hast.,Kars,4,"73,38","81,37",Doğu Anadolu Bölgesi
199,16.12.2021,Harakani Devlet Hast.,Kars,22,"73,96","87,99",Doğu Anadolu Bölgesi
200,16.12.2021,Kağızman Devlet Hast.,Kars,2,"74,75","76,11",Doğu Anadolu Bölgesi
201,16.12.2021,Kars Susuz TSM.,Kars,1,"76,48","76,48",Doğu Anadolu Bölgesi
202,16.12.2021,Kars Sarıkamış İlçe Sağlık Müd.,Kars,1,"77,65","77,65",Doğu Anadolu Bölgesi
203,16.12.2021,Kars Selim TSM.,Kars,1,"77,91","77,91",Doğu Anadolu Bölgesi
204,16.12.2021,Kars Kağızman İlçe Sağlık Müd.,Kars,1,"79,18","79,18",Doğu Anadolu Bölgesi
205,16.12.2021,Kahramanmaraş Çağlayancerit TSM. Oruçpınar Sağlık Evi,Kahramanmaraş,1,"72,21","72,21",Akdeniz Bölgesi
206,16.12.2021,Kahramanmaraş Dulkadiroğlu İlçe Sağlık Müd. Karamanlı Sağlık Evi,Kahramanmaraş,1,"73,11","73,11",Akdeniz Bölgesi
207,16.12.2021,Kahramanmaraş Dulkadiroğlu İlçe Sağlık Müd. Camuzlu (Bahçeli) Sağlık Evi,Kahramanmaraş,1,"73,8","73,8",Akdeniz Bölgesi
208,16.12.2021,Kahramanmaraş Pazarcık İlçe Sağlık Müd. Gülhaşkarahöyük Sağlık Evi,Kahramanmaraş,1,"73,98","73,98",Akdeniz Bölgesi
209,16.12.2021,Ekinözü İlçe Devlet Hast.,Kahramanmaraş,1,"74,63","74,63",Akdeniz Bölgesi
210,16.12.2021,Çağlayancerit İlçe Devlet Hast.,Kahramanmaraş,6,"74,67","76,98",Akdeniz Bölgesi
211,16.12.2021,Kahramanmaraş Onikişubat İlçe Sağlık Müd. Kısıklı Sağlık Evi,Kahramanmaraş,1,"74,77","74,77",Akdeniz Bölgesi
212,16.12.2021,Kahramanmaraş Elbistan İlçe Sağlık Müd. Gücük Sağlık Evi,Kahramanmaraş,1,"74,99","74,99",Akdeniz Bölgesi
213,16.12.2021,Kahramanmaraş Elbistan İlçe Sağlık Müd. Güvercinlik Sağlık Evi,Kahramanmaraş,1,"75,18","75,18",Akdeniz Bölgesi
214,16.12.2021,Afşin Devlet Hast.,Kahramanmaraş,8,"75,28","77,11",Akdeniz Bölgesi
215,16.12.2021,Elbistan Devlet Hast.,Kahramanmaraş,18,"75,81","86,01",Akdeniz Bölgesi
216,16.12.2021,Kahramanmaraş Pazarcık İlçe Sağlık Müd. Akçalar Sağlık Evi,Kahramanmaraş,1,"75,95","75,95",Akdeniz Bölgesi
217,16.12.2021,Nurhak İlçe Devlet Hast.,Kahramanmaraş,1,"75,99","75,99",Akdeniz Bölgesi
218,16.12.2021,Pazarcık Devlet Hast.,Kahramanmaraş,13,"76,13","86,69",Akdeniz Bölgesi
219,16.12.2021,Kahramanmaraş Andırın İlçe Sağlık Müd. Kumarlı Sağlık Evi,Kahramanmaraş,1,"76,28","76,28",Akdeniz Bölgesi
220,16.12.2021,Kahramanmaraş Pazarcık İlçe Sağlık Müd. Akdemir Sağlık Evi,Kahramanmaraş,1,"78,46","78,46",Akdeniz Bölgesi
221,16.12.2021,Türkoğlu Dr. Kemal Beyazıt Devlet Hast.,Kahramanmaraş,2,"78,98","82,86",Akdeniz Bölgesi
222,16.12.2021,Kahramanmaraş Necip Fazıl Şehir Hast.,Kahramanmaraş,7,"79,12","83,73",Akdeniz Bölgesi
223,16.12.2021,Kahramanmaraş Çağlayancerit TSM.,Kahramanmaraş,1,"83,37","83,37",Akdeniz Bölgesi
224,16.12.2021,Aydıncık İlçe Devlet Hast.,Yozgat,1,"72,33","72,33",İç Anadolu Bölgesi
225,16.12.2021,Çayıralan İlçe Devlet Hast.,Yozgat,3,"72,75","74,75",İç Anadolu Bölgesi
226,16.12.2021,Saraykent Şehit Beytullah Yeşilay İlçe Devlet Hast.,Yozgat,3,"72,92","75,31",İç Anadolu Bölgesi
227,16.12.2021,Çekerek Şehit Harun Koçak Devlet Hast.,Yozgat,4,"72,95","73,6",İç Anadolu Bölgesi
228,16.12.2021,Akdağmadeni Devlet Hast.,Yozgat,3,"73,18","73,48",İç Anadolu Bölgesi
229,16.12.2021,Sarıkaya Devlet Hast.,Yozgat,3,"73,41","73,5",İç Anadolu Bölgesi
